,,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageArea,MSZoning_E,Alley_E,LotShape_E,LandContour_E,LotConfig_E,Neighborhood_E,Condition1_E,Condition2_E,BldgType_E,HouseStyle_E,RoofStyle_E,RoofMatl_E,Exterior1st_E,MasVnrType_E,ExterQual_E,ExterCond_E,Foundation_E,BsmtQual_E,BsmtCond_E,BsmtExposure_E,BsmtFinType1_E,BsmtFinType2_E,Heating_E,HeatingQC_E,CentralAir_E,Electrical_E,KitchenQual_E,Functional_E,FireplaceQu_E,GarageType_E,GarageFinish_E,GarageQual_E,PavedDrive_E,PoolQC_E,Fence_E,SaleType_E,SaleCondition_E,MSSubClass_E,EnclosedPorch_0,BsmtFinSF2_0,LowQualFinSF_0,WoodDeckSF_0,Fireplaces_0,3SsnPorch_0,PoolArea_0,MiscVal_0,ScreenPorch_0,OpenPorchSF_0,BsmtUnfSF_0,GarageArea_0,2ndFlrSF_0,TotalBsmtSF_0,MasVnrArea_0,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,GarageArea_bin
train,1230,18890,5,5,7.589841512182657,1977,1.0,6.212606095751519,7.216709486709457,7.216709486709457,7.138866999945524,7.8713112033234065,0.0,2,2,4,2,12,600.0,4.0,3.0,2.0,2.0,1.0,7.0,3.0,6.0,2.0,3.0,6.0,3.0,10.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,7.0,4.0,6.0,5.0,2.0,6.0,2.0,7.0,4.0,7.0,3.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,11.4,11.25,11.75,15.666666666666666,25.0,10.5,2
train,1231,7728,5,6,7.5822291942764615,1962,120.0,6.6895992691789665,7.009408932708637,7.0825485693553,0.0,7.0825485693553,1.0,1,0,3,1,6,540.0,4.0,3.0,1.0,2.0,1.0,11.0,5.0,5.0,2.0,5.0,5.0,3.0,6.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,2.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,11.4,8.25,8.75,14.666666666666666,14.0,11.0,2
train,1232,9842,4,5,7.5822291942764615,1962,0.0,0.0,0.0,7.110696122978827,0.0,7.110696122978827,0.0,2,0,2,2,6,462.0,4.0,3.0,1.0,2.0,2.0,11.0,5.0,5.0,2.0,6.0,2.0,3.0,9.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,2.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,11.4,7.25,7.75,6.0,5.0,7.0,2
train,1233,12160,5,5,7.580699752224563,1959,180.0,6.90875477931522,7.080867896690782,7.080867896690782,0.0,7.080867896690782,1.0,1,0,3,1,6,531.0,4.0,3.0,2.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,5.0,3.0,10.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,2.0,2.0,6.0,2.0,7.0,2.0,6.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,12.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,11.4,8.25,8.75,16.333333333333332,14.0,11.0,2
train,1234,8525,5,6,7.555905093611346,1950,0.0,0.0,6.846943139585379,6.932447891572509,6.846943139585379,7.583247524303362,0.0,1,1,4,1,7,0.0,3.0,3.0,1.0,1.0,1.0,9.0,5.0,5.0,5.0,7.0,2.0,3.0,5.0,2.0,2.0,4.0,6.0,3.0,4.0,4.0,6.0,6.0,6.0,3.0,1.0,4.0,2.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,10.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,5.3,6.75,7.75,6.0,14.0,3.5,1
train,1235,13132,5,5,7.557472901614746,1950,0.0,0.0,6.617402977974478,6.794586580876499,6.794586580876499,7.487173694213739,0.0,1,1,4,1,9,180.0,4.0,3.0,1.0,2.0,1.0,18.0,5.0,5.0,5.0,7.0,2.0,3.0,6.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,6.0,6.0,6.0,4.0,2.0,3.0,2.0,7.0,2.0,3.0,2.0,3.0,1.0,1.0,5.0,5.0,5.0,10.0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,6.7,7.25,7.75,6.0,14.0,3.5,1
train,1236,2628,7,5,7.602900462204755,2003,106.0,0.0,6.639875833826536,6.639875833826536,6.760414691083428,7.394493107219038,0.0,2,1,2,1,6,474.0,4.0,3.0,1.0,2.0,1.0,24.0,5.0,5.0,3.0,7.0,2.0,3.0,12.0,5.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,2.0,7.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,6.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11.4,16.5,17.0,15.0,27.0,12.5,2
train,1237,12393,7,5,7.60339933974067,2005,0.0,0.0,6.742880635791903,6.742880635791903,7.004881989712859,7.575071699507561,0.0,2,1,4,1,8,434.0,4.0,3.0,4.0,2.0,2.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,5.0,7.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,11.4,16.5,17.0,15.0,27.0,12.5,2
train,1238,13072,6,5,7.603897968521881,2005,0.0,0.0,7.040536390215956,7.040536390215956,0.0,7.040536390215956,0.0,1,1,3,1,6,484.0,4.0,3.0,1.0,2.0,1.0,13.0,2.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,2.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,2.0,12.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,11.4,7.25,7.75,15.0,14.0,11.0,2
train,1239,9037,8,5,7.604396348796338,2006,32.0,6.061456918928017,7.29776828253138,7.3031700512368,0.0,7.3031700512368,0.0,2,0,2,1,6,472.0,4.0,3.0,2.0,4.0,1.0,22.0,5.0,5.0,5.0,6.0,5.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,6.0,4.0,7.0,5.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,11.4,19.25,22.75,16.666666666666668,25.0,14.5,2
train,1240,8158,7,5,7.602900462204755,2003,252.0,6.311734809152915,6.785587645007929,6.785587645007929,6.785587645007929,7.478169694159785,1.0,2,1,3,1,8,543.0,4.0,3.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,2.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11.4,16.5,17.0,16.333333333333332,27.0,12.5,2
train,1241,9849,7,6,7.60489448081162,2007,0.0,0.0,7.432483807917119,7.432483807917119,0.0,7.432483807917119,0.0,2,0,3,1,7,954.0,4.0,3.0,1.0,2.0,1.0,20.0,5.0,5.0,5.0,6.0,5.0,3.0,12.0,5.0,3.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,2.0,6.0,3.0,4.0,3.0,1.0,5.0,9.0,6.0,12.0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,14.1,17.25,17.75,22.333333333333332,27.0,17.5,3
train,1242,10625,7,6,7.5883236773352225,1974,81.0,6.786716950605081,6.960347729101308,7.068172000388042,0.0,7.068172000388042,1.0,2,0,3,1,6,528.0,4.0,3.0,1.0,2.0,1.0,14.0,5.0,5.0,5.0,2.0,2.0,3.0,10.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,7.0,3.0,6.0,3.0,2.0,6.0,3.0,7.0,4.0,6.0,3.0,4.0,3.0,1.0,3.0,5.0,3.0,8.0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,11.4,16.5,17.0,15.0,26.0,11.5,2
train,1243,13891,10,5,7.604396348796338,2006,103.685261707989,7.234898420314831,7.638679823876112,7.638679823876112,0.0,7.638679823876112,1.0,2,1,2,1,7,850.0,4.0,3.0,1.0,2.0,1.0,24.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,7.0,6.0,6.0,5.0,2.0,6.0,4.0,7.0,5.0,6.0,4.0,4.0,3.0,1.0,5.0,9.0,6.0,12.0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,14.1,21.75,22.25,22.666666666666668,33.0,19.0,3
train,1244,11435,8,7,7.5652752818989315,1950,0.0,0.0,6.675823221634848,6.675823221634848,6.587550014824796,7.325148957955575,0.0,1,0,3,1,7,400.0,4.0,3.0,2.0,4.0,3.0,18.0,5.0,5.0,5.0,7.0,2.0,3.0,11.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,2.0,2.0,6.0,3.0,7.0,5.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,10.0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,11.4,14.5,17.0,15.0,27.0,12.5,2
train,1245,12090,6,7,7.59337419312129,2003,74.0,0.0,6.373319789577012,7.039660349862076,6.591673732008658,7.533158807455563,0.0,3,1,3,1,7,477.0,4.0,3.0,1.0,2.0,1.0,14.0,5.0,5.0,5.0,5.0,5.0,3.0,12.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,2.0,7.0,4.0,7.0,4.0,4.0,3.0,1.0,5.0,5.0,2.0,11.0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,11.4,8.25,8.75,15.0,14.0,11.0,2
train,1246,8125,7,5,7.603897968521881,2006,0.0,0.0,6.6293632534374485,6.6293632534374485,6.682108597449809,7.348587530927593,0.0,2,1,3,1,6,615.0,5.0,3.0,1.0,2.0,1.0,20.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,2.0,6.0,3.0,4.0,3.0,1.0,5.0,9.0,6.0,15.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,8.7,16.5,17.0,15.0,27.0,12.5,2
train,1247,12328,6,5,7.589335823170617,1976,335.0,6.29156913955832,6.920671504248683,6.942156705699469,0.0,6.942156705699469,1.0,1,0,3,1,6,888.0,4.0,3.0,2.0,2.0,1.0,12.0,5.0,5.0,5.0,5.0,2.0,3.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,7.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,11.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,14.1,7.25,7.75,22.666666666666668,14.0,15.0,3
train,1248,9600,6,5,7.559038255443384,1950,0.0,5.768320995793772,6.601230118728877,7.034387929915503,6.829793737512425,7.629975707027789,0.0,1,1,3,1,8,396.0,2.0,1.0,1.0,2.0,1.0,6.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,6.0,4.0,2.0,1.0,6.0,2.0,7.0,5.0,3.0,2.0,3.0,2.0,1.0,5.0,5.0,5.0,13.0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,5.5,7.25,7.75,10.666666666666666,14.0,8.0,2
train,1249,7200,5,7,7.576097340623111,1950,0.0,6.282266746896006,6.776506992372183,6.8966943316227125,0.0,6.8966943316227125,0.0,1,0,3,1,6,276.0,4.0,3.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,6.7,7.25,7.75,8.333333333333334,25.0,5.0,1
train,1250,11160,7,5,7.585281078639126,1968,0.0,6.97166860472579,7.65491704784832,7.65491704784832,0.0,7.65491704784832,1.0,2,1,3,1,8,522.0,4.0,3.0,1.0,2.0,3.0,11.0,5.0,5.0,5.0,6.0,5.0,3.0,11.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,6.0,6.0,5.0,2.0,6.0,4.0,7.0,4.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,11.4,22.25,22.75,14.666666666666666,13.0,14.5,2
train,1251,3136,7,5,7.602900462204755,2003,163.0,0.0,7.2485040723706105,7.2485040723706105,0.0,7.2485040723706105,0.0,2,0,2,1,6,478.0,4.0,3.0,2.0,2.0,3.0,24.0,5.0,5.0,4.0,6.0,2.0,3.0,12.0,5.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,5.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,14.0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,11.4,16.5,17.0,15.0,27.0,12.5,2
train,1252,9858,5,6,7.585281078639126,1968,0.0,6.236369590203704,6.762729506931879,6.774223886357614,0.0,6.774223886357614,1.0,1,0,3,1,5,288.0,4.0,3.0,1.0,2.0,1.0,12.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,3.0,4.0,3.0,1.0,2.0,5.0,5.0,12.0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,6.7,7.25,7.75,6.666666666666667,14.0,3.5,1
train,1253,17542,7,7,7.5883236773352225,2003,0.0,4.836281906951478,7.084226422097916,7.324489979348532,6.480044561926653,7.681560362559537,1.0,2,1,3,1,9,518.0,4.0,3.0,2.0,2.0,1.0,21.0,5.0,5.0,5.0,7.0,2.0,3.0,6.0,2.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,7.0,6.0,3.0,2.0,6.0,3.0,7.0,5.0,6.0,3.0,4.0,3.0,1.0,3.0,5.0,5.0,15.0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,11.4,16.5,17.0,16.0,25.0,12.0,2
train,1254,6931,7,5,7.602900462204755,2004,92.0,0.0,6.616065185132817,6.634633357861686,6.799055862058796,7.4127640174265625,0.0,2,1,3,1,7,397.0,4.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,5.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,5.0,7.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,11.4,16.5,17.0,15.0,27.0,12.5,2
train,1255,6240,6,6,7.566311014772463,1950,0.0,6.054439346269371,6.785587645007929,6.866933284461882,6.013715156042802,7.221105098182496,0.0,1,0,3,1,6,560.0,2.0,3.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,6.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,6.0,6.0,3.0,2.0,4.0,2.0,7.0,5.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,7.0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,8.7,7.25,7.75,16.666666666666668,14.0,11.0,2
train,1256,14303,8,5,7.598399329323964,1994,554.0,7.181591944611865,7.594381242551817,7.59488438721652,0.0,7.59488438721652,1.0,2,0,2,1,7,691.0,4.0,3.0,2.0,2.0,3.0,25.0,5.0,5.0,5.0,6.0,5.0,3.0,9.0,3.0,3.0,4.0,6.0,4.0,4.0,5.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,4.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,11.4,17.25,17.75,16.666666666666668,27.0,12.5,2
train,1257,4060,5,8,7.56164174558878,1950,0.0,0.0,6.762729506931879,6.762729506931879,0.0,6.762729506931879,0.0,1,0,2,1,4,0.0,4.0,3.0,1.0,2.0,3.0,5.0,3.0,5.0,5.0,6.0,2.0,3.0,6.0,2.0,2.0,4.0,6.0,2.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,2.0,7.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,5.0,5.0,1.0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,6.7,7.25,7.75,6.0,14.0,3.5,1
train,1258,9587,7,5,7.603897968521881,2005,182.0,6.486160788944089,6.75343791859778,7.062191632286556,0.0,7.062191632286556,1.0,2,0,2,1,5,400.0,4.0,3.0,2.0,2.0,1.0,15.0,5.0,5.0,5.0,5.0,2.0,3.0,12.0,5.0,3.0,4.0,6.0,4.0,4.0,5.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,2.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,11.0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,11.4,16.5,17.0,16.666666666666668,27.0,12.5,2
train,1259,9750,6,8,7.585788821732034,1969,0.0,6.401917196727186,6.961296045910167,6.961296045910167,0.0,6.961296045910167,1.0,1,1,3,1,6,460.0,4.0,3.0,1.0,2.0,2.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,6.0,4.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,11.4,7.25,7.75,13.0,20.0,10.0,2
train,1260,24682,6,5,7.600902459542082,1999,0.0,0.0,6.7357800142423265,6.794586580876499,6.664409020350408,7.424165281042028,0.0,2,1,3,1,7,502.0,4.0,3.0,3.0,2.0,5.0,15.0,4.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,2.0,7.0,4.0,7.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,11.4,7.25,7.75,15.0,14.0,11.0,2
train,1261,9600,5,6,7.579167967396076,1956,0.0,6.22455842927536,6.957497370876951,6.957497370876951,0.0,6.957497370876951,0.0,1,0,2,1,5,338.0,4.0,3.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,4.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,6.7,8.25,8.75,7.0,14.0,3.5,1
train,1262,11250,4,5,7.579678823090456,1989,0.0,0.0,7.007600613951853,7.007600613951853,6.529418838262226,7.489412083508719,1.0,1,0,5,1,8,304.0,4.0,3.0,1.0,2.0,1.0,19.0,5.0,5.0,5.0,3.0,2.0,3.0,6.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,5.0,2.0,4.0,2.0,3.0,4.0,6.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,7.0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,6.7,8.5,9.75,6.0,15.0,4.5,1
train,1263,13515,6,6,7.560080465021827,1950,0.0,0.0,6.639875833826536,6.966967138613983,6.639875833826536,7.509335266016592,0.0,1,0,3,1,8,520.0,4.0,2.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,7.0,1.0,3.0,6.0,2.0,2.0,4.0,6.0,3.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,4.0,2.0,7.0,5.0,3.0,2.0,4.0,1.0,1.0,4.0,5.0,5.0,10.0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,9.0,6.0,6.5,15.0,14.0,11.0,2
train,1264,4060,6,5,7.6004023345004,1999,0.0,5.58724865840025,7.2485040723706105,7.198931240688173,0.0,7.198931240688173,1.0,2,0,2,1,5,511.0,3.0,3.0,1.0,2.0,1.0,11.0,5.0,5.0,4.0,6.0,2.0,3.0,5.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,2.0,6.0,4.0,4.0,3.0,1.0,5.0,4.0,2.0,14.0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,8.2,16.5,17.0,16.333333333333332,27.0,12.5,2
train,1265,3735,7,5,7.600902459542082,1999,218.0,6.111467339502679,6.539585955617669,6.570882962339584,6.606650186198215,7.2813856635702825,1.0,2,1,3,1,6,506.0,5.0,3.0,1.0,2.0,4.0,20.0,5.0,5.0,4.0,7.0,5.0,3.0,5.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,6.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,8.7,17.25,17.75,16.333333333333332,27.0,12.5,2
train,1266,10120,7,4,7.555381944240273,1950,0.0,0.0,6.8308742346461795,6.872128101338986,6.8308742346461795,7.5443321080536885,0.0,1,1,4,2,9,308.0,2.0,3.0,2.0,1.0,1.0,6.0,3.0,5.0,1.0,4.0,5.0,3.0,6.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,3.0,1.0,3.0,2.0,7.0,5.0,3.0,2.0,4.0,1.0,1.0,3.0,5.0,5.0,4.0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,4.1,7.75,8.75,6.0,14.0,3.5,1
train,1267,13214,9,5,7.605392364814935,2009,0.0,0.0,7.602401335665818,7.610357618312838,0.0,7.610357618312838,0.0,2,0,3,1,10,746.0,4.0,3.0,2.0,4.0,1.0,22.0,5.0,5.0,5.0,6.0,5.0,3.0,8.0,2.0,4.0,4.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,2.0,6.0,4.0,7.0,5.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,14.1,21.25,22.75,22.333333333333332,27.0,19.0,3
train,1268,14100,8,9,7.568379267836522,1997,632.0,5.262690188904886,6.591673732008658,7.585281078639126,7.299797366758161,8.145549631783584,0.0,3,1,4,1,11,1014.0,4.0,3.0,2.0,2.0,1.0,18.0,5.0,5.0,5.0,3.0,2.0,3.0,8.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,5.0,7.0,2.0,4.0,3.0,1.0,2.0,5.0,5.0,7.0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,14.1,16.5,16.25,22.0,27.0,17.5,3
train,1269,11344,5,5,7.580189417944541,1958,180.0,6.133398042996649,6.774223886357614,6.774223886357614,6.478509642208569,7.329749689041512,0.0,1,1,3,1,7,315.0,4.0,3.0,1.0,2.0,1.0,11.0,3.0,5.0,5.0,3.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,5.0,3.0,2.0,4.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,2.0,5.0,5.0,7.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6.7,7.25,7.75,12.666666666666666,14.0,5.5,1
train,1270,23595,7,6,7.590852123688581,1979,0.0,7.138073034044347,7.195187320178709,7.195187320178709,5.262690188904886,7.329749689041512,2.0,0,1,0,1,4,586.0,4.0,3.0,1.0,3.0,1.0,19.0,5.0,5.0,5.0,6.0,6.0,6.0,10.0,2.0,3.0,4.0,6.0,4.0,4.0,5.0,7.0,6.0,6.0,3.0,2.0,6.0,3.0,7.0,4.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,9.0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,11.4,19.0,20.25,16.666666666666668,27.0,12.5,2
train,1271,9156,6,7,7.585281078639126,1968,0.0,0.0,7.306531398939505,7.306531398939505,0.0,7.306531398939505,0.0,2,0,3,1,7,462.0,4.0,3.0,2.0,2.0,1.0,14.0,8.0,5.0,5.0,6.0,5.0,3.0,11.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,6.0,3.0,7.0,5.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,11.4,17.25,17.75,15.0,27.0,12.5,2
train,1272,13526,5,6,7.583756300707112,1965,114.0,6.329720905522696,6.841615476477592,6.841615476477592,0.0,6.841615476477592,1.0,1,0,3,1,5,288.0,4.0,3.0,2.0,2.0,5.0,7.0,5.0,5.0,5.0,6.0,5.0,3.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,3.0,5.0,5.0,12.0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,6.7,8.25,8.75,8.333333333333334,20.0,4.5,1
train,1273,11512,6,7,7.580699752224563,2006,84.0,6.579251212010101,6.927557906278317,7.213768308118642,0.0,7.213768308118642,1.0,1,0,2,1,5,312.0,4.0,3.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,10.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,4.0,2.0,6.0,4.0,7.0,5.0,5.0,3.0,4.0,3.0,1.0,4.0,5.0,5.0,11.0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,6.7,18.0,19.0,8.0,30.0,5.0,1
train,1274,5362,5,6,7.555381944240273,2003,0.0,0.0,6.495265555937008,6.495265555937008,6.380122536899765,7.1316985104669115,0.0,2,0,3,1,8,552.0,4.0,3.0,1.0,2.0,3.0,18.0,5.0,5.0,5.0,3.0,2.0,3.0,6.0,2.0,2.0,4.0,6.0,3.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,2.0,7.0,5.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,7.0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,11.4,7.25,7.75,15.0,14.0,11.0,2
